miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Tumor_44	Tumor_45	Tumor_46	Tumor_47	Tumor_48	Tumor_49	Tumor_50	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43	Control_44	Control_45	Control_46	Control_47	Control_48	Control_49	Control_50
hsa-miR-10b-3p	34.442893	28.830473	25.527108	19.965446	42.682517	44.659788	52.307207	33.605445	48.937494	29.719353	40.579006	41.622127	64.387081	35.757552	33.356374	30.737698	62.295645	24.41888	49.520847	31.644317	34.746476	33.646341	39.369588	48.95093	18.772231	34.740105	18.198072	26.163665	26.689616	40.368301	30.513094	36.564864	46.382962	31.268275	58.210565	58.86073	44.226719	57.118365	10.853886	54.385382	25.160019	36.658146	50.226396	36.351705	58.91795	21.040764	41.128125	29.41013	33.579706	19.777154	63.376832	63.021294	75.389327	49.592284	63.207844	55.852738	62.655812	56.924538	53.894343	67.904416	64.547691	65.582758	64.214847	59.555109	64.480012	51.974455	58.950763	39.159937	57.670146	57.564888	69.398088	47.682627	67.3998	71.443369	67.884155	74.408789	64.360746	48.100737	72.93732	61.739873	62.376138	55.851317	83.054833	54.796186	72.864791	76.059931	70.312485	45.594089	51.191578	51.320696	79.856898	62.129558	48.833085	57.040497	62.340343	43.249266	59.275451	48.543872	65.775907	72.44464
hsa-miR-10b-5p	145844.3151	129183.2608	94686.68536	85504.11126	207213.2587	351123.5037	256548.4696	166154.3484	240765.6821	178774.871	199289.2687	168201.9556	238622.7603	204952.6694	131949.7806	206920.3342	235168.8129	103641.9647	308191.8243	126931.5748	215333.2576	136872.1159	175904.9478	194838.2336	77605.21836	168812.0246	90352.69317	145437.4022	103768.6827	172269.7026	109902.9498	139147.3629	251431.0312	200164.3539	275754.8146	297881.1321	267964.3171	222016.5046	32979.60088	194610.0096	109244.7969	180992.3934	227963.0742	197882.6312	293385.8067	67107.9023	286648.6761	161831.5305	160206.974	81553.15961	316864.7175	327019.4605	296175.7882	290654.0409	268088.9227	368955.1882	341516.5213	326351.3294	305291.0657	378564.839	341810.7936	250893.4779	293312.3803	358775.638	340016.7727	369732.0717	304696.4619	182911.2319	352374.0333	334025.3045	306729.9908	210004.685	283113.5351	283259.5155	348850.0981	353536.4468	296620.8895	237790.1049	334139.4328	234268.6924	245964.0687	280597.4074	314541.0774	205431.9423	326095.1537	330133.3543	297638.2936	210383.4486	275568.7087	310167.5443	288978.7945	275791.7686	281024.6353	305466.9728	336046.3305	329171.1646	299781.8125	295215.5159	251792.246	352684.017
hsa-miR-1178-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1179	0	0.468788	0	0	0	0	0.167116	0.282399	0	0	0.221743	0	0	0.145949	0	0	1.102578	0	0	0	0	0	0	0	0.816184	0	0	0.493654	1.089372	0	0	0	0	0	0	0	0	0	0.255385	0	0	0	0.188821	0	0.266597	0	0	0.414227	0	0	0.10927	0	0	0	1.192601	0	0.33868	0	0	0.457268	0.394787	0.348844	0	0.22731	0.395582	0	0	0	0	0.325225	0	0	0	0	0	0.922423	0	0	0	0.250975	0.649751	0	0	0.69804	0.277052	0.244566	0	0	0	0	0	0	0	0	0.408789	0	0	0	0	0
hsa-miR-1180-3p	1.497517	4.453488	6.637048	6.036065	6.035911	2.894617	12.199445	13.272738	7.726974	10.807037	27.496158	29.640001	11.860778	5.983916	9.645217	9.198873	11.577067	14.587901	7.22179	1.695231	6.741853	10.471565	19.954448	2.922443	6.529472	18.308974	15.286378	17.277893	30.502418	5.046038	10.791216	11.108314	15.016067	18.565539	22.695817	10.943955	2.884351	10.806177	23.431626	6.719429	9.34515	18.329071	11.329262	21.244503	6.931523	14.971314	13.910983	7.041862	17.943355	9.198676	8.741631	2.625887	9.864024	4.57775	8.944507	10.638617	12.531163	12.567756	10.416553	15.547139	16.186272	9.767645	4.994488	10.001621	10.680738	9.669665	9.678484	7.493568	11.243865	12.358563	7.321817	5.865719	5.684321	5.043061	14.184749	14.451293	10.612677	13.866879	16.734537	4.517551	7.147266	10.084265	8.150242	8.027467	11.636202	15.652204	10.573307	15.120489	5.935256	11.178766	9.201617	3.765428	4.557755	4.910772	4.49668	4.42322	9.69962	9.439085	6.784063	8.7237
hsa-miR-1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145949	0	0	0	0.317128	0	0	0	0	0.539309	0.365305	0	0	0	0	0	0	0	0	0	0	0.210146	0	0.19229	0	0.127692	0.209982	0	0	0	0	0	0	0	0.414227	0.256334	0	0	0	0	0	0.5963	0	0	0	0	0	0.197394	0	0	0	0.197791	0	0	0	0	0	0	0	0	0	0.506598	0	0	0	0	0	0	0	0	0	0	0	0	0.232623	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-122-3p	0.748759	0	0	0.928626	0	0.827034	0.167116	0	0.234151	0	0	0	0.847198	0.437847	0.803768	0	0.551289	0	0.589534	0	0.518604	0.34333	0	0	0	0	0	0	0	0	0	0	0	0	0.210146	0	0.57687	0	0	0	0.718858	0	0	0.4721	0.266597	0	0.756031	2.89959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-122-5p	17.595826	3.750305	26.548194	49.681457	8.191595	25.638026	24.733122	51.678959	15.688096	15.670203	40.357263	13.243404	62.692684	13.135427	85.199414	7.40397	10.474489	5.391181	14.148813	20.342776	74.160393	27.638066	5.393095	5.479582	17.956047	21.125738	28.38899	19.746163	0	5.550642	20.838209	14.811085	40.710226	25.894042	17.862449	21.000562	39.611758	20.583195	0	8.189304	20.128015	4.672116	4.154062	41.544805	14.396242	10.520382	100.552221	243.979828	16.661685	11.958279	0	0	0	0	1.1926	0	0	0	0	0	0.197394	0	0	0.68193	0	0.604354	0.439932	0.241728	1.088116	0.325225	0.63668	0	0.270682	0.420255	0	0.614948	0.342344	0	0.315746	0	0	0	1.16432	0.34902	0.277052	0	0	0	0	0	0	0.268959	0	0	0	0.491469	0	0.269688	0.884877	0
hsa-miR-1224-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1224-5p	0.374379	0	0.510542	0	0	0	0	0.564798	0	0.540352	0	0	0	0	0.401884	0.224363	0	0.951384	0.147383	1.130154	0	0.171665	0	0.365305	0	0	0	0.493654	0.544686	0	0.744222	0.925692	0.33369	0	1.260877	0	0	2.5729	0.127692	0	0	0	0	0	0.266597	0	0	0.414227	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348844	0	0	0	0	0	0	0	0	0.31834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264333	0.232623	0	0	0	0	0	0	0	0.491468	0	0	0	0
hsa-miR-1225-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171665	0	0	0	0	0	0	0	0	0	0	0	0	0.210146	0	0	0	0	0	0	0	0	0	0	0	0.302412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219966	0	0	0	0	0	0	0	0	0	0	0.21667	0	0	0	0	0	0.34902	0	0	0.264333	0	0	0.508126	0	0	0	0	0.40879	0	0	0	0	0
hsa-miR-1225-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73928	0	0	0	0	0	0	0.197791	0	0	0	0	0	0	0	0	0	0	0	0.342344	0	0	0	0	0	0	0	0	0	0	0	0.741907	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1226-3p	0.748759	0.703182	1.021084	0.464313	2.586819	0.413517	0.668463	1.411994	1.404904	0.540352	0.886973	3.78383	0	0.729746	0.803768	0.448726	0	1.268513	1.031684	1.695231	0.518604	0.34333	1.078619	1.095915	2.448552	0.469461	2.183769	1.974616	1.634058	1.009208	0.372111	0.462846	1.668452	1.954268	0	0.887348	0.76916	2.05832	1.021542	0.419964	2.156573	1.796968	0.566463	1.8884	1.066388	1.61852	0.756031	2.485363	0.769001	1.839735	0.437081	0	1.409146	0	0.5963	0.664914	1.35472	0.73928	0.905788	0.914537	0.986969	1.046533	0.713498	1.363858	0.593374	3.02177	0.439932	0.725184	4.352464	2.276577	0	0.189217	0.270682	0.420255	2.026393	0.922423	1.027033	0.86668	0.947238	0.250975	1.299503	0.387856	1.552427	1.047061	1.939366	2.201091	2.114662	1.395738	0.741907	0.508126	1.314517	1.344796	0.976662	1.133255	0.204395	0	0.538868	0.269688	0	0
hsa-miR-1226-5p	0.374379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.328629	0	0	0	0	0	0	0	0	0
hsa-miR-1227-3p	0	0	0	0	0	0	0	0	0	0	0	0	1.694397	0	0.401884	0.224363	0	0	0	0.565077	0	0	0	0	0	0	0	0.987308	0	0	0	0	0	0	0.210146	0	0	0	0	0	0	0	0	1.4163	0.266597	0	0.151206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197394	0	0	0.22731	0	0	0.219966	0.241728	0.362705	0.325225	0	0	0	0	0	0	0	0.21667	0.315746	0	0	0	0	0	0	0.489132	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1228-3p	1.497516	0.468788	0.510542	1.857251	0.431137	0	0.334231	0.847196	0.234151	0	0.665229	1.261276	0.847198	0	0.401884	0.224363	0	0	0.147383	0.565077	1.037208	0	1.078619	0	0.816184	0.938922	1.455846	0	0	1.009208	0	0.462846	0.667381	0	0.630439	0.591565	0	0.51458	1.723853	0	2.156573	0.359394	0	0.4721	0	0.80926	0.756032	0.828454	0.256334	0.459934	0	0.218824	0	0	0	0	0.33868	0	0	0.228634	0	0.697688	0	0	0.197791	0	0	0	0.362705	0.325225	0.95502	0.189217	0	0	0.506598	0.307474	0	0.43334	0	0.250975	0	0	0	0.34902	0.554104	0.489132	0	0	0	0	0	0	0	0.377752	0	0	0	0	0	0
hsa-miR-1228-5p	0.748758	0.234394	1.021084	3.250189	0.862274	1.24055	0	1.694392	0.702452	0	0.665229	4.414468	0.847198	0.145949	1.205652	0.673088	0	0.634257	0.147383	0	0.518604	0.34333	1.078619	0.365305	0.816184	1.408383	0	0.493654	0	1.009208	0.744222	0.462846	0.33369	0.977134	0.210146	0.887349	0.19229	1.02916	1.404621	0.419964	0.718858	0.359394	0.188821	0.4721	0.266597	0.40463	0.453619	0	0.256334	1.379801	0.10927	0	0	0	0.5963	0	0.67736	0	0	0	0	0	0	0.22731	0	0	0.219966	0.241728	0.362705	0	0	0.189217	0	0	0	0	0.342344	0.21667	0.315746	0.250975	0	0	0	0	0	0	0	0.232623	0	0	0.328629	0	0	0	0	0.245734	0.269434	0.269688	0.294959	0.379291
hsa-miR-1229-3p	1.871896	0.937576	0.510542	0.464313	3.017956	1.24055	0.334231	2.541589	1.873206	0.540352	1.108715	8.828936	0.847198	2.043288	0	0.224363	1.653867	3.171283	0.44215	1.695231	1.037208	1.71665	2.696547	2.191831	0	1.877844	1.455846	1.480962	0	0.504604	1.116333	0.925692	0.66738	0.488567	1.050732	1.183131	0.57687	3.087479	0.127693	0.209982	0.718858	1.078181	0	1.8884	0.799791	2.02315	1.20965	0.414227	0.769001	0.919868	0.43708	0.875296	0	0.508638	0	1.329827	0.67736	0.73928	0	1.143171	0.986969	0.697688	0.713498	0.22731	0	1.208708	0.439931	0.241728	2.538937	1.626127	0	0.378434	0.541364	0.420255	2.026392	0.922423	0.684688	0.86668	0.947238	0.250975	0	0.387856	0	0.69804	1.385262	0.733697	1.057331	0.697869	0.741907	0.508126	0.328629	0.268959	0.976662	0.377752	0.817579	0	0	0	1.179836	0
hsa-miR-1231	0	0	0.510542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1234-3p	0	0	0	0	0	0	0	0.282399	0	0	0.221743	0.630638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33369	0	0.210146	0	0	0	0.063846	0	0	0	0.188821	0	0	0	0	0	0	0	0	0.218824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21667	0	0	0	0	0	0	0	0	0	0	0	0	0.328629	0	0	0	0	0	0.269434	0	0	0
hsa-miR-1236-3p	0	0	0	0	0	0	0	0.282399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1237-3p	0	0	0	0	0	0	0.167116	0	0	0	0	0.630638	0	0	0	0.224363	0	0	0	0	0	0	0	0	0	0	0.727923	0	0	0	0	0	0	0	0	0	0	0	0.063846	0	0	0	0	0	0	0	0	0	0	0	0.10927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1238-3p	0	0	0	0	0	0	0	0.282399	0	0	0	0.630638	0	0	0	0	0	0	0	0	0	0	0.539309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.414227	0	0	0	0	0	0	0	0	0	0	0	0	0.592181	0	0.356749	0	0	0	0	0	0	0	0	0	0	0	0	0.307474	0	0	0	0	0	0	0	0	0	0	0	0	0	0.508126	0	0	0	0	0	0	0	0	0.294959	0
hsa-miR-1243	0	0	0	0	0	0	0	0	0.234151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204395	0	0	0	0	0
hsa-miR-1245a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22731	0	0	0	0	0	0	0.31834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1247-5p	0.374379	1.406364	42.375001	0.928625	1.29341	0.827033	2.339619	64.951696	1.170753	0.540352	1.995689	0	0	1.313542	0	2.916715	0.551289	0.951385	1.179067	0	0	4.11996	1.617928	1.095916	1.632368	0.469461	30.572759	1.480962	57.192034	0.504604	0	1.388539	2.335833	1.465701	3.782635	1.183131	0.57687	0	1.851546	5.039571	1.437715	0	0.755284	2.3605	0.799791	0	1.965683	0	1.538002	0	0.874164	0.437648	1.409146	0.762957	1.192601	2.327198	1.01604	4.435679	2.264468	2.514978	2.566117	5.930356	0.356749	3.409644	1.780122	3.626125	2.859552	4.351104	2.901643	3.252252	0.63668	3.216685	2.165455	1.68102	6.585776	2.15232	3.081099	0.65001	2.210222	1.50585	5.198012	0	3.492961	2.792162	1.662314	3.913051	2.643327	1.163115	0.741907	0.508126	2.629034	0.537918	1.953324	4.155268	1.635158	0.737203	1.34717	0.539376	3.83447	4.930786
hsa-miR-1248	0	0.234394	0.510542	0.928625	0	0	0	0	0.468302	0	0	0	0.847198	0	0	0	0.551289	0	0	0	0	0	1.078618	0	0.816184	0	0.727923	0	0	1.009208	1.116333	0.462846	0	0	0	0	0.19229	0	0	0	0	0	0	0.4721	0	0	0	0	0	0	0.546352	0.218824	0.704573	0.254319	1.1926	0	0	0	1.358681	0.457268	0.394788	0	9.275476	0.45462	0.988957	1.208708	0.439932	0.241728	0.362705	0.65045	0	0.189217	0.541364	0.420255	0.506598	1.537371	1.027032	0.43334	0.631492	3.513651	3.248756	0.387856	0.388107	0	0	0.733697	1.057332	0	2.225721	0.508126	0	0	0.325554	0	0.204395	0.245734	0.269434	0	0	0.379291
hsa-miR-1249	1.123138	0.937576	5.615963	4.178814	0	0.827034	1.671157	2.823986	0.702452	1.080704	3.54789	3.153191	5.930389	1.60544	0.803768	2.692353	3.307733	0.951385	0.589532	1.695231	1.037208	0.858325	4.853784	1.095915	2.448552	2.816766	2.911692	2.961924	3.268116	3.027623	4.093221	1.388539	1.001071	2.442834	2.521757	1.774697	0.57687	3.60206	1.915392	1.04991	4.313147	2.156362	2.643494	2.3605	0.533194	0	4.687396	3.728044	1.794336	0.919868	0.874163	0	1.409146	0	0.5963	1.662284	3.04812	2.217839	0.905788	0.457269	0.789575	1.744221	2.853992	1.136548	0.988956	0.906531	0.879863	0.725184	0.72541	0.650451	0.31834	1.324518	1.082728	0.420255	1.519794	0.307474	0.342344	0.86668	0.947238	1.50585	3.248756	0.775712	0	1.396081	0.554105	0.733697	0.528666	1.163115	1.483814	0.508126	1.314517	0	0.651108	0	0.204395	0.737203	0.269434	0.539376	0.589918	0.379291
hsa-miR-1250-5p	0	0.234394	0	0	0	0.413517	0.167116	0.282399	0	0	0	0	0	0	0	0	0.551289	0.317128	0	0	0	0.171665	0	0	0	0	0.727923	0	0.544686	0	0	0	0.33369	0.488567	0	0	0.19229	0	0	0.209982	0	0	0	0.4721	0	0	0	0	0.512667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342344	0	0	0	0	0	0	0	0	0.244566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1251-5p	20.59086	6.328639	1.021084	0	22.419101	12.405497	9.525594	20.615103	1.170754	4.863167	15.300281	16.396596	13.555173	4.378477	0	0.224363	6.064178	12.368003	0.147383	1.695231	15.558124	2.74664	3.235856	2.557138	10.610392	21.595202	0	8.885773	2.72343	1.513812	1.860555	7.868387	22.023565	44.948146	48.543833	3.845174	9.999085	15.437396	0	0.209982	0.718858	0.718788	3.021136	8.4978	50.92004	0	0.604825	5.799181	3.845005	0.919868	44.14524	37.856541	36.637805	1.271597	19.081612	39.229898	69.090734	36.963986	56.158811	49.385031	78.760022	11.86071	17.480708	22.730957	15.229941	136.281857	26.615828	3.384192	67.463194	38.051365	1.27336	0.756868	7.849776	21.853266	69.910551	88.245132	40.396639	14.516889	73.884557	7.278277	42.233845	10.859977	33.377176	15.007872	92.535515	68.722959	64.761498	25.821142	10.386697	1.524377	64.411329	0	36.462037	0.377752	45.375594	0.245734	2.424906	1.078752	0.589918	0.379291
hsa-miR-1252-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269434	0	0	0
hsa-miR-1255a	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.089372	0	0	0	0.33369	0	0.210146	0.295783	0	0	0.127693	0	0	0	0	0	0.266597	0	0	0	0	0	0	0	0	0.254319	0	0	0	0	0	0	0	0	0	0	0	0	0.219966	0.241728	0	0	0	0	0	0.420255	0	0	0	0.21667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204395	0	0	0	0	0
hsa-miR-1256	0	0.234394	0	0	0	0	0.167116	0	0	0	0.221743	0	0.847198	0	0	0	0	0	0.147383	0	0	0	0	0	0	0	0	0	0.544686	0	0	0	0	0.488567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332457	0	0	0	0	0	0	0	0	0.197791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.256334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1258	0	0	0	0	0	0	0.334232	0	0	0	0	0	0	0.145949	0	0.673089	0	0	0	0	0	0.34333	1.617927	0	0	0.469461	0	6.417502	2.72343	0	0	0	0	0	0	0	0	0	0.574616	0	0	0	0	0	0	0.40463	0	0	0	0	0.21854	0.218824	0	0	0	0	0.33868	0	0.452894	0	0.592182	0.348844	0.356749	0	0.593374	0.302177	0	1.933824	0.362705	0	0.95502	0.567651	0.270682	0	0	0	0	0	0	1.0039	0	0	0	0	0	0	0.264333	0	0	0.508126	0	0	0.325554	0.755504	0	0.245734	0.269434	0	0.294959	0
hsa-miR-125a-3p	0.748758	1.875152	3.063253	2.321564	0.862274	2.067584	3.84366	4.235981	1.639055	1.080704	2.439174	3.153191	2.541594	2.043288	1.607536	2.46799	2.205156	1.585641	3.242436	1.130154	0.518604	3.4333	3.775166	3.653054	3.264736	2.347305	2.911692	2.961924	4.902174	2.52302	2.232666	1.851384	3.670594	4.397101	3.992782	1.774697	1.15374	2.05832	2.170778	1.679857	6.46972	1.437575	1.699389	3.7768	1.866179	2.02315	1.058443	4.142272	1.538003	2.299669	2.622489	1.531768	2.818292	2.797513	3.577802	4.654396	2.37076	5.914238	3.170255	3.200882	1.579149	1.744222	2.140495	3.182334	3.362454	5.137009	1.759725	4.109376	4.71517	9.756761	1.91004	4.351987	1.624092	1.68102	5.065981	3.074744	1.369377	3.03338	3.473206	3.513652	4.54826	2.327137	2.716746	6.282365	3.324629	9.293497	4.493655	3.489345	5.193349	2.032503	1.971774	4.034387	1.953324	1.888758	1.635157	3.440281	2.424905	1.887817	2.949591	4.551496
hsa-miR-125a-5p	840.855861	863.039072	865.879547	1011.737361	1145.098564	1430.767202	1326.062912	1282.37242	1130.713688	752.169784	1313.163275	1145.869791	1433.459762	902.695813	920.314433	1461.498905	1157.155372	979.609282	1323.945787	473.534613	926.745607	931.454333	760.965643	1384.14245	918.206942	1091.027056	1062.76733	1062.837227	1224.454225	534.879978	684.311918	1119.625427	1519.292308	1318.153239	2076.667309	816.951419	788.773951	1133.619407	654.680954	1124.874508	1324.13579	824.448827	767.935167	1311.966084	1047.193279	701.628597	978.305064	2134.92706	907.677347	831.560289	641.089448	914.246401	1367.576527	1801.090163	906.972958	1786.622607	2063.5777	1590.929926	1680.688254	1345.056179	1527.431192	1382.470633	973.211702	1894.17058	1814.736647	1444.708544	1413.718416	1160.052706	1682.590033	2060.953083	1860.059713	1109.567104	1359.905999	1397.768527	1448.870819	1676.657533	1264.620246	1266.002704	1202.360644	763.21528	1183.197423	1791.896439	1423.963494	1259.963217	1534.870511	1312.584056	968.250476	974.224688	1180.373892	1670.209152	1282.311236	1788.309258	839.929057	1536.693662	805.723378	1524.290973	1460.600956	1311.493625	1278.353323	1824.011873
